"Title"	"country"	"ISO2"	"Link"	"latitude"	"longitude"
"USEFULNESS of Topic Ivermectin and Carrageenan to Prevent Contagion of Covid Among Healthy People and Health Personnel"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04425850"	-38.416097	-63.616672
"Liver Injury in Hospitalized Patients With COVID-19 in Latin America: Clinical Characteristics and Prognostic Factors"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04358380"	-38.416097	-63.616672
"EVALUATION of Ivermectin Aspirin Dexametasone and Enoxaparin as Treatment of covid19"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04425863"	-38.416097	-63.616672
"Telmisartan for Treatment of COVID-19 Patients: an Open Label Randomized Trial"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04355936"	-38.416097	-63.616672
"Vagus Nerve Stimulation ARDS Prevention Trial for COVID-19 Hospitalized Patients"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04379037"	-38.416097	-63.616672
"A Pilot, Proof of Concept Trial to Prove Ivermectin Efficacy in the Reduction of SARS-CoV-2 Replication at Early Stages of COVID-19"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04381884"	-38.416097	-63.616672
"High Versus Low Dose Dexamethasone for the Treatment of COVID-19 Related ARDS: a Multicenter and Randomized Open-label Clinical Trial"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04395105"	-38.416097	-63.616672
"Efficacy and Safety Study of Nitazoxanide (NTX) in the Treatment of Patients With SARS-CoC-2 Virus Infection (COVID-19). A Pilot, Randomized, Simple Blind, Placebo-controlled, Parallel-group Study"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04463264"	-38.416097	-63.616672
"Treatment of Critically Ill Patients With Covid-19 With Convalescent Plasma"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04468009"	-38.416097	-63.616672
"Seroprevalence of Antibodies to Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-COV-2) in a Vulnerable Neighbourhood, Buenos Aries Argentina"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04472078"	-38.416097	-63.616672
"Pregnancy and Neonatal Outcomes in COVID-19: a global registry of women with suspected COVID-19 or confirmed SARS-CoV-2 infection in pregnancy and their neonates; understanding natural history to guide treatment and prevention"	"Argentina"	"AR"	"http://isrctn.com/ISRCTN68026880"	-38.416097	-63.616672
"Reduced Frequency Hemodialysis in Prevalent Patients Due to the Coronavirus Disease"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04374058"	-38.416097	-63.616672
"An Adaptive Phase 3, Randomized, Double-blind, Placebo-controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID19"	"Argentina"	"AR"	"https://clinicaltrials.gov/show/NCT04327388"	-38.416097	-63.616672
"An international randomised trial of additional treatments for COVID-19 in
hospitalised patients who are all receiving the local standard of care - SOLIDARITY TRIAL"	"Argentina"	"AR"	"http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42897"	-38.416097	-63.616672
"The Impact of the Covid-19 Pandemic on the Mental Health of Workers in Health Services: The Covid-19 HEalth caRe wOrkErS (HEROES) Study"	"Armenia"	"AM"	"https://clinicaltrials.gov/show/NCT04352634"	40.069099	45.038189
"The Impact of the Covid-19 Pandemic on the Mental Health of Workers in Health Services: The Covid-19 HEalth caRe wOrkErS (HEROES) Study"	"Armenia"	"AM"	"https://clinicaltrials.gov/show/NCT04352634"	40.069099	45.038189
"An International, Multi-site, Bayesian Platform Adaptive,Randomised, Double-blind, Placebo-controlled Trial Assessing the Effectiveness of Varied Doses of Oral Chloroquine in Preventing or Reducing the Severity of COVID-19 Disease in Healthcare Workers"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04333732"	-25.274398	133.775136
"Pregnancy and Neonatal Outcomes in COVID-19: a global registry of women with suspected COVID-19 or confirmed SARS-CoV-2 infection in pregnancy and their neonates; understanding natural history to guide treatment and prevention"	"Australia"	"AU"	"http://isrctn.com/ISRCTN68026880"	-25.274398	133.775136
"Risk Factors for Anxiety and Depression Among Pregnant Women During the COVID-19 Pandemic - a Web-based Cross-sectional Survey"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04377412"	-25.274398	133.775136
"Risk Factors for Anxiety and Depression Among Pregnant Women During the COVID-19 Pandemic - a Web-based Cross-sectional Survey"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04377412"	-25.274398	133.775136
"A Phase 2 Randomized Single-Blind Study to Evaluate the Activity and Safety of Low Dose Oral Selinexor (KPT-330) in Patients with Severe COVID-19 Infection"	"Australia"	"AU"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001411-25"	-25.274398	133.775136
"Health Behavior Change During COVID-19 Pandemic: the Focus on Handwashing"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04367337"	-25.274398	133.775136
"Randomized, Embedded, Multifactorial, Adaptive Platform trial for Community-Acquired Pneumonia (REMAP-CAP). (COVID-19) - REMAP-CAP"	"Australia"	"AU"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-002340-14"	-25.274398	133.775136
"A Phase 2 Randomized Single-Blind Study to Evaluate the Activity and Safety of Low Dose Oral Selinexor (KPT-330) in Patients with Severe COVID-19 Infection - Low Dose Oral Selinexor in Patients with Severe COVID-19 Infection"	"Australia"	"AU"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001411-25"	-25.274398	133.775136
"A Phase III Randomized Placebo-Controlled Study to Examine the Efficacy and Safety of DAS181 for the Treatment of Lower Respiratory Tract Parainfluenza Infection in Immunocompromised Subjects - STOP PIV - Phase III DAS181 Lower Tract PIV Infection in Immunocompromised Subjects"	"Australia"	"AU"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004318-16"	-25.274398	133.775136
"An international randomised trial of additional treatments for COVID-19 in hospitalised patients who are all receiving the local standard of care - Solidarity"	"Australia"	"AU"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001366-11"	-25.274398	133.775136
"COVID-19 Symptom Tracker - C-19 ST"	"Australia"	"AU"	"http://www.drks.de/DRKS00021305"	-25.274398	133.775136
"A Phase 2 Randomized Single-Blind Study to Evaluate the Activity and Safety of Low Dose Oral Selinexor (KPT-330) in Patients with Severe COVID-19 Infection"	"Australia"	"AU"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001411-25"	-25.274398	133.775136
"Knowledge, Attitude, Feelings and Behavior in Adolescents during COVID-19: A Web-based Cross-Sectional Study"	"Australia"	"AU"	"http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44358"	-25.274398	133.775136
"Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04323761"	-25.274398	133.775136
"Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04323761"	-25.274398	133.775136
"The Impact of the Covid-19 Pandemic on the Mental Health of Workers in Health Services: The Covid-19 HEalth caRe wOrkErS (HEROES) Study"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04352634"	-25.274398	133.775136
"The Impact of the Covid-19 Pandemic on the Mental Health of Workers in Health Services: The Covid-19 HEalth caRe wOrkErS (HEROES) Study"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04352634"	-25.274398	133.775136
"Home telerehabilitation for people with COVID-19: Implementing telehealth approaches to care and its effect on reintegration into the community"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000443998.aspx"	-25.274398	133.775136
"ISARIC/WHO Clinical Characterisation Protocol for Severe Emerging Infections COVID-19 Research Response Trial"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000444987.aspx"	-25.274398	133.775136
"Expressive Writing To Combat Distress Associated With The COVID-19 Pandemic In People With Inflammatory Bowel Disease"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000448943.aspx"	-25.274398	133.775136
"Use of therapeutic drug monitoring (TDM) to optimise oral/enteral hydroxychloroquine dosing in critically ill patients with COVID-19"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000447954.aspx"	-25.274398	133.775136
"Utilizing lung ultrasound in COVID-19 patients in ICU <U+0096> comparison of management strategies on survival and time on ventilation."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000438954.aspx"	-25.274398	133.775136
"Prospective registry of maternal, perinatal and neonatal outcomes from pregnancies infected with SARS-COV2 (COVID-19)"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000449932.aspx"	-25.274398	133.775136
"High-dose intravenous zinc (HDIVZn) as adjunctive therapy in COVID-19 positive critically ill patients: A pilot randomized controlled trial"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000454976.aspx"	-25.274398	133.775136
"Randomised Controlled Trial of Problem Management Plus versus Enhanced Treatment as Usual on Anxiety and Depression in People Distressed by Covid 19"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000468921.aspx"	-25.274398	133.775136
"The use of a simplified negative pressure cuirass style ventilator under COVID-19 pandemic conditions in support of critically overwhelmed healthcare systems"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000477921.aspx"	-25.274398	133.775136
"Adapting the Decathlon Group Easybreathe<U+00AE> snorkelling face mask for the safer administration of oxygen and/or continuous positive airway pressure and in the intra/interhospital transportation of patients with proven or suspected COVID 19 infection."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000472976.aspx"	-25.274398	133.775136
"Virucidal pilot study of Nasodine<U+00AE> Antiseptic Nasal Spray (povidone-iodine 0.5%) in people with COVID-19 and confirmed nasal shedding of SARS-CoV-2 virus."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000470998.aspx"	-25.274398	133.775136
"Reducing acute severe respiratory events in health care workers during the Covid-19 pandemic with OM85"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000473965.aspx"	-25.274398	133.775136
"West Australian Airway Pressure Release Ventilation Study in COVID-19: evaluation of ventilation free survival days"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000474954.aspx"	-25.274398	133.775136
"Cord Blood Therapy to prevent progression of COVID-19 related pneumonia"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000478910.aspx"	-25.274398	133.775136
"Multi-Site, Randomized, Open-Label, Parallel-Group, Placebo-Controlled Study to Assess the Chemoprophylactic Efficacy of Chloroquine Against SARS-CoV-2/COVID-19 in Healthcare Workers at High-Risk of Exposure"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000417987.aspx"	-25.274398	133.775136
"AUSTRALIAN CARDIOVASCULAR COVID-19 REGISTRY (AUS-COVID) 
"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000486921.aspx"	-25.274398	133.775136
"Feasibility of a Facebook delivered physical activity focused group lifestyle intervention for older adults during the COVID-19 pandemic"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000492954.aspx"	-25.274398	133.775136
"Prospective study evaluating the proportion of SARS-CoV-2 (COVID-19) antibody seroconversion in frontline health care workers on serial evaluation in comparison to symptom presentation."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000493943.aspx"	-25.274398	133.775136
"SARS-CoV2 in children presenting to hospital: A repeating point prevalence study during the COVID-19 pandemic in South East Queensland"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000512921.aspx"	-25.274398	133.775136
"A randomised controlled trial of Nebulised Heparin in critically ill mechanically ventilated patients with COVID-19 to assess the effect on  the  duration of mechanical ventilation."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000517976.aspx"	-25.274398	133.775136
"Neonatal CoVID-19 Study to evaluate the population health impacts of COVID-19 in mothers and their newborn infants cared for in tertiary and non-tertiary hospitals in Australia."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000527965.aspx"	-25.274398	133.775136
"Retrospective and prospective study evaluating the sensitivity of upper respiratory swabs for SARS-CoV-2(COVID-19) NAT by determining the prevalence of SARS-CoV-2 antibody seroconversion following an initial negative swab in participants that have presented to the COVID-19 clinic"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000487910.aspx"	-25.274398	133.775136
"ReCOVER (Remote COVID-19 Evaluation and Response): a prospective non-randomised controlled trial to evaluate the effect of a novel smartphone application-centric model of care for the remote monitoring of COVID-19 patients in the community, on avoidable hospital presentations.."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000524998.aspx"	-25.274398	133.775136
"Randomised controlled trial of an app-based intervention, Anchored, to support the mental health of Australians recently unemployed due to COVID-19."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000555954.aspx"	-25.274398	133.775136
"ADAPT - COVID-19 Study - Characterising pathophysiological, immunological and clinical outcomes relating to COVID-19 infection in the patient population of St Vincent<U+0092>s Hospital Sydney."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000554965.aspx"	-25.274398	133.775136
"BEAT COVID-19: A Phase III Bayesian adaptive randomisation platform controlled trial to evaluate the efficacy of drug interventions for COVID-19 on hospital admission or death in the community setting for high risk older people
"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000566932.aspx"	-25.274398	133.775136
"Collection of Coronavirus COVID-19 Outbreak Samples in New South Wales"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04383652"	-25.274398	133.775136
"Tocilizumab for the treatment of COVID-19 in intensive care patients: effect on days free of ventilatory support."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000580976.aspx"	-25.274398	133.775136
"The safety and efficacy of STC3141 in patient with COVID-19 ARDS require intensive care"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000588998.aspx"	-25.274398	133.775136
"Evaluation of Shift, a smartphone application for New South Wales Junior Medical Officers, on depression and anxiety during the COVID-19 epidemic."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000571976.aspx"	-25.274398	133.775136
"Loss of SMELL as an earlY marker in patients with COVID-19"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000575932.aspx"	-25.274398	133.775136
"Simulation time taken amongst consultant anaesthetists to perform spinal anaesthesia or general anaesthesia for COVID-19 patients requiring an emergency category 1 caesarean delivery"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000579998.aspx"	-25.274398	133.775136
"Psychological impact of COVID-19 pandemic on perioperative staff at the Royal Melbourne Hospital <U+0096> a longitudinal study"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000590965.aspx"	-25.274398	133.775136
"Post-Intensive Care Nutrition Status in Patients with COVID-19"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000602921.aspx"	-25.274398	133.775136
"Airway Interventions in Suspected and Confirmed COVID-19 cases: An audit of personal protective equipment (PPE) use, protocol adherence and procedural outcomes"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000617965.aspx"	-25.274398	133.775136
"Has the threat of SARS COVID-19 increased influenza vaccination rates in pregnant women?"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000593932.aspx"	-25.274398	133.775136
"Covid-19 Biobank: a clinical database and biological bank of clinical samples from individuals with COVID-19 infection to better characterise the clinical course and pathogenesis of the infection and provide insights into potential therapeutic agents"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000609954.aspx"	-25.274398	133.775136
"ReCOVER (Remote COVID-19 Evaluation and Response): a Prospective Non-randomised Controlled Trial to Evaluate the Effect of a Novel Smartphone Application-centric Model of Care for the Remote Monitoring of COVID-19 Patients in the Community."	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04399109"	-25.274398	133.775136
"A 2-Part, Phase 1/2, Randomized, Observer-Blinded Study To Evaluate The Safety And Immunogenicity Of A SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine (SARS-CoV-2 rS) With Or Without MATRIX-M<U+0099> Adjuvant In Healthy Subjects"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04368988"	-25.274398	133.775136
"A phase II, open label non-randomised clinical trial of the safety and efficacy of the CovidCare app to support self-monitoring for COVID-19 symptoms in self-isolation and to determine the impacts on mental health"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000640909.aspx"	-25.274398	133.775136
"Open label, prospective study for the Biofourmis Everion armband telemonitoring solution for patients during COVID-19 home isolation within South West Sydney to assess the feasibility and suitability of the Everion armband device in the telemonitoring of COVID-19 high risk patients under home isolation period"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000635965.aspx"	-25.274398	133.775136
"COACHING FOR COVID-19: A Pilot Study Investigating the Effectiveness of Coaching on Psychological Outcomes in Hospital-Based Senior Doctors"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000636954.aspx"	-25.274398	133.775136
"Effectiveness of Prophylactic Hydroxychloroquine on incidence of COVID-19 infection in Front-line Health and Allied Health Care Workers: The COVID-SHIELD Trial"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000501943.aspx"	-25.274398	133.775136
"A reusable personalised ventilation hood for care of patients with suspected or confirmed COVID-19 in the intensive care, emergency and respiratory healthcare settings: A phase 1 safety study of a new device (McMonty)."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000500954.aspx"	-25.274398	133.775136
"A Phase 1 Randomised, Double-Blind, Placebo-Controlled, Dosage-Escalation, Single Centre Study To Evaluate The  Safety And Immunogenicity  Of An Adjuvanted SARS-CoV-2 Sclamp Protein Subunit Vaccine (COVID-19 vaccine) In Healthy Adults Aged 18 To 55 Years Old"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000674932.aspx"	-25.274398	133.775136
"Allogeneic Amniotic Epithelial Cells for the Treatment of COVID-19 related respiratory failure, a pilot feasibility randomised controlled trial"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000676910.aspx"	-25.274398	133.775136
"Coronavirus Outcomes Registries in Immunocompromised Individuals Australia (CORIA): a Multisite Registry and Optional Biorepository in People With COVID-19 and Selected Conditions Affecting Immune Function"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04354818"	-25.274398	133.775136
"Comparing the user seal check and fit test between two types of N95 respirators in anaesthetic staff members - the Halyard N95 Particulate Filter Respirators and the ProShield<U+00AE> N-95 masks"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000688987.aspx"	-25.274398	133.775136
"Does a Health Package of exercise and advice on anxiety management and nutrition improve outcomes and experiences of patients with COVID-19 isolated at home or Special Health Accommodation under the care of Royal Prince Alfred (RPA) Virtual Hospital and those without COVID-19 quarantined in Sydney Local Health District Special Health Accommodation?: a pilot trial."	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000698976.aspx"	-25.274398	133.775136
"Controlled evaLuation of Angiotensin Receptor Blockers for COVID-19 respIraTorY Disease"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04394117"	-25.274398	133.775136
"A Phase 1, Randomized, Double-blind, Placebo-controlled, First-in-human Study to Evaluate the Safety and Immunogenicity of SCB 2019, a Recombinant SARS-CoV-2 Trimeric S Protein Subunit Vaccine for COVID-19 in Healthy Volunteers."	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04405908"	-25.274398	133.775136
"A Multicenter, Phase III, Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Efficacy of the recombinant BCG VPM1002 on the Incidence or Disease Severity of SARS-COV-2/COVID-19 Among High-Risk Participants in Australia
"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000707965.aspx"	-25.274398	133.775136
"Fit testing of N95 filtering facepiece for anaesthetist and anaesthesia nurses managing endotracheal intubations in COVID19 patients"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000702910.aspx"	-25.274398	133.775136
"A pilot, open-label, randomised controlled clinical trial to investigate early efficacy of CYP-001 in adults admitted to intensive care with COVID-19"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000612910.aspx"	-25.274398	133.775136
"Safety and efficacy of a pharmacological strategy using Losartan in hospital patients with COVID-19"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000731998.aspx"	-25.274398	133.775136
"BCG Vaccination to Reduce the Impact of COVID-19 in Healthcare Workers Following Coronavirus Exposure (BRACE) Trial"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04327206"	-25.274398	133.775136
"Endoscopy-related Phone Consultation During the COVID-19 Outbreak: Impact on Attendance and Patient/Consultant Perspectives From a Tertiary Australian Hospital"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04344964"	-25.274398	133.775136
"The COVID-Recovery Study"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04401254"	-25.274398	133.775136
"ExtraCorporeal Membrane Oxygenation for 2019 novel Coronavirus Acute Respiratory Disease (COVID-19)"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000421932.aspx"	-25.274398	133.775136
"Impact of Social Isolation on Mental Health during the COVID-19 Pandemic: a large international multi-centre cohort study"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000479909.aspx"	-25.274398	133.775136
"Distress And Resilience of healthcare professionals during the COVID-19 pandemic"	"Australia"	"AU"	"http://isrctn.com/ISRCTN13694948"	-25.274398	133.775136
"Therapies to prevent progression of COVID-19, including Hydroxychloroquine, Azithromycin, Zinc, Vitamin D, Vitamin B12 with or without Vitamin C, a multi-centre, international, randomized trial: The International ALLIANCE Study"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000557932.aspx"	-25.274398	133.775136
"Australasian COVID-19 Trial (ASCOT). A multi-centre randomised clinical trial to assess clinical, virological and immunological outcomes in patients with SARS-CoV-2 infection (COVID-19) treated with lopinavir/ritonavir and/or hydroxychloroquine compared to standard of care"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000445976.aspx"	-25.274398	133.775136
"Health Behavior Change During COVID-19 Pandemic: the Focus on Handwashing"	"Australia"	"AU"	"https://clinicaltrials.gov/show/NCT04367337"	-25.274398	133.775136
"Ventricular Arrhythmias in Implantable Cardioverter Defibrillator Patients During the COVID-19 Pandemic"	"Australia"	"AU"	"https://anzctr.org.au/ACTRN12620000641998.aspx"	-25.274398	133.775136
