"item1"	"item2"	"weight"
"115"	"phq"	"depression"	5.18418189704423
"116"	"depression"	"phq"	5.18418189704423
"117"	"elisa"	"igg"	5.15997417777942
"118"	"igg"	"elisa"	5.15997417777942
"119"	"herd"	"immunity"	5.1186568598041
"120"	"immunity"	"herd"	5.1186568598041
"121"	"learn"	"learning"	5.11519693130538
"122"	"learning"	"learn"	5.11519693130538
"123"	"fatigue"	"myalgia"	5.06038268151455
"124"	"myalgia"	"fatigue"	5.06038268151455
"125"	"medline"	"embase"	4.93856487011368
"126"	"embase"	"medline"	4.93856487011368
"127"	"auc"	"curve"	4.89882784037337
"128"	"curve"	"auc"	4.89882784037337
"129"	"oxygenation"	"membrane"	4.87921268737069
"130"	"membrane"	"oxygenation"	4.87921268737069
"131"	"birth"	"pregnancy"	4.78088337039528
"132"	"pregnancy"	"birth"	4.78088337039528
"133"	"docking"	"protease"	4.74203302950603
"134"	"protease"	"docking"	4.74203302950603
"135"	"transcription"	"reverse"	4.66312294794375
"136"	"reverse"	"transcription"	4.66312294794375
"137"	"scopus"	"scholar"	4.49575964889048
"138"	"scholar"	"scopus"	4.49575964889048
"139"	"protective"	"ppe"	4.48178632712545
"140"	"ppe"	"protective"	4.48178632712545
"141"	"record"	"psycinfo"	4.4099658943098
"142"	"psycinfo"	"record"	4.4099658943098
"143"	"arb"	"inhibitor"	4.35238836413397
"144"	"inhibitor"	"arb"	4.35238836413397
"145"	"interleukin"	"il"	4.30864179924238
"146"	"il"	"interleukin"	4.30864179924238
"147"	"donor"	"recipient"	4.24613155320185
"148"	"recipient"	"donor"	4.24613155320185
"149"	"mellitus"	"diabete"	4.23004582666366
"150"	"diabete"	"mellitus"	4.23004582666366
"151"	"neutrophil"	"lymphocyte"	4.18440024263296
"152"	"lymphocyte"	"neutrophil"	4.18440024263296
"153"	"pregnancy"	"mother"	4.15438696731587
"154"	"mother"	"pregnancy"	4.15438696731587
"155"	"gad"	"anxiety"	4.05016668689956
"156"	"anxiety"	"gad"	4.05016668689956
"157"	"cochrane"	"meta"	3.99710410068458
"158"	"meta"	"cochrane"	3.99710410068458
"159"	"thrombosis"	"thromboembolism"	3.93617167462642
"160"	"thromboembolism"	"thrombosis"	3.93617167462642
"161"	"inhibitor"	"blocker"	3.87381050248073
"162"	"blocker"	"inhibitor"	3.87381050248073
"163"	"rbd"	"spike"	3.84841624302743
"164"	"spike"	"rbd"	3.84841624302743
"165"	"glycoprotein"	"spike"	3.84109238266968
"166"	"spike"	"glycoprotein"	3.84109238266968
"167"	"coagulopathy"	"coagulation"	3.79900435098042
"168"	"coagulation"	"coagulopathy"	3.79900435098042
"169"	"residency"	"resident"	3.79767214114129
"170"	"resident"	"residency"	3.79767214114129
"171"	"registration"	"dissemination"	3.77405230373677
"172"	"dissemination"	"registration"	3.77405230373677
"173"	"qpcr"	"rt"	3.65713359205429
"174"	"rt"	"qpcr"	3.65713359205429
"175"	"behaviors"	"behavior"	3.64638294566376
"176"	"behavior"	"behaviors"	3.64638294566376
"177"	"smell"	"loss"	3.62043155063585
"178"	"loss"	"smell"	3.62043155063585
"179"	"macrophage"	"activation"	3.59350337439036
"180"	"activation"	"macrophage"	3.59350337439036
"181"	"exclusion"	"criterion"	3.57878664474785
"182"	"criterion"	"exclusion"	3.57878664474785
"183"	"elisa"	"assay"	3.54666697503022
"184"	"assay"	"elisa"	3.54666697503022
"185"	"angiotensin"	"blocker"	3.52506064968038
"186"	"blocker"	"angiotensin"	3.52506064968038
"187"	"stay"	"length"	3.5050096539293
"188"	"length"	"stay"	3.5050096539293
"189"	"threshold"	"cycle"	3.49279683385267
"190"	"cycle"	"threshold"	3.49279683385267
"191"	"loss"	"taste"	3.47024852618338
"192"	"taste"	"loss"	3.47024852618338
"193"	"scopus"	"embase"	3.45489243107805
"194"	"embase"	"scopus"	3.45489243107805
"195"	"interval"	"confidence"	3.44730668183448
"196"	"confidence"	"interval"	3.44730668183448
"197"	"closure"	"school"	3.43184124659798
"198"	"school"	"closure"	3.43184124659798
"199"	"meta"	"embase"	3.41568702025831
"200"	"embase"	"meta"	3.41568702025831
"201"	"mutation"	"genome"	3.40494462149692
"202"	"genome"	"mutation"	3.40494462149692
"203"	"sensitivity"	"specificity"	3.39786617878453
"204"	"specificity"	"sensitivity"	3.39786617878453
"205"	"ace"	"angiotensin"	3.38436603852871
"206"	"angiotensin"	"ace"	3.38436603852871
"207"	"count"	"platelet"	3.37400863767966
"208"	"platelet"	"count"	3.37400863767966
"209"	"cus"	"confidence"	3.369596998393
"210"	"confidence"	"cus"	3.369596998393
"211"	"respirator"	"mask"	3.35400176383216
"212"	"mask"	"respirator"	3.35400176383216
"213"	"transcriptase"	"polymerase"	3.35047925293781
"214"	"polymerase"	"transcriptase"	3.35047925293781
"215"	"aerosol"	"droplet"	3.33662820835556
"216"	"droplet"	"aerosol"	3.33662820835556
"217"	"faculty"	"student"	3.31819938959679
"218"	"student"	"faculty"	3.31819938959679
"219"	"neutralizing"	"antibody"	3.28786006254966
"220"	"antibody"	"neutralizing"	3.28786006254966
"221"	"ggo"	"ct"	3.27182625339873
"222"	"ct"	"ggo"	3.27182625339873
"223"	"enzyme"	"arb"	3.22809054343482
"224"	"arb"	"enzyme"	3.22809054343482
"225"	"count"	"lymphocyte"	3.2029599946559
"226"	"lymphocyte"	"count"	3.2029599946559
"227"	"depression"	"anxiety"	3.13697670321448
"228"	"anxiety"	"depression"	3.13697670321448
"229"	"random"	"meta"	3.12656363551296
"230"	"meta"	"random"	3.12656363551296
"231"	"fusion"	"spike"	3.1262224114506
"232"	"spike"	"fusion"	3.1262224114506
"233"	"reverse"	"polymerase"	3.11171343017893
"234"	"polymerase"	"reverse"	3.11171343017893
"235"	"swab"	"nasopharyngeal"	3.10902124840805
"236"	"nasopharyngeal"	"swab"	3.10902124840805
"237"	"residency"	"program"	3.10845314694594
"238"	"program"	"residency"	3.10845314694594
"239"	"inclusion"	"criterion"	3.10340804993524
"240"	"criterion"	"inclusion"	3.10340804993524
"241"	"enzyme"	"angiotensin"	3.06844884421384
"242"	"angiotensin"	"enzyme"	3.06844884421384
"243"	"sequence"	"genome"	3.06629428430483
"244"	"genome"	"sequence"	3.06629428430483
"245"	"spike"	"epitope"	3.03164543837315
"246"	"epitope"	"spike"	3.03164543837315
"247"	"immunoassay"	"assay"	3.02949854963718
"248"	"assay"	"immunoassay"	3.02949854963718
"249"	"aki"	"injury"	3.01751632934689
"250"	"injury"	"aki"	3.01751632934689
"251"	"tocilizumab"	"il"	2.98822817486508
"252"	"il"	"tocilizumab"	2.98822817486508
"253"	"cytokine"	"storm"	2.98761912793561
"254"	"storm"	"cytokine"	2.98761912793561
"255"	"nursing"	"nurse"	2.98212242194241
"256"	"nurse"	"nursing"	2.98212242194241
"257"	"chain"	"polymerase"	2.94119230599051
"258"	"polymerase"	"chain"	2.94119230599051
"259"	"dos"	"dose"	2.91935076897698
"260"	"dose"	"dos"	2.91935076897698
"261"	"glucose"	"diabete"	2.9036474658805
"262"	"diabete"	"glucose"	2.9036474658805
"263"	"hygiene"	"hand"	2.88692257673951
"264"	"hand"	"hygiene"	2.88692257673951
"265"	"cus"	"interval"	2.87820664975994
"266"	"interval"	"cus"	2.87820664975994
"267"	"web"	"scopus"	2.87359306965857
"268"	"scopus"	"web"	2.87359306965857
"269"	"ggo"	"chest"	2.86725163248877
"270"	"chest"	"ggo"	2.86725163248877
"271"	"reaction"	"polymerase"	2.86716535930813
"272"	"polymerase"	"reaction"	2.86716535930813
"273"	"meta"	"bia"	2.8632267988699
"274"	"bia"	"meta"	2.8632267988699
"275"	"consolidation"	"lesion"	2.85134843939652
"276"	"lesion"	"consolidation"	2.85134843939652
"277"	"thrombosis"	"coagulation"	2.84740050263429
"278"	"coagulation"	"thrombosis"	2.84740050263429
"279"	"chain"	"transcriptase"	2.8420728295992
"280"	"transcriptase"	"chain"	2.8420728295992
"281"	"bia"	"embase"	2.8356678783134
"282"	"embase"	"bia"	2.8356678783134
"283"	"ray"	"chest"	2.81924609069487
"284"	"chest"	"ray"	2.81924609069487
"285"	"transcription"	"polymerase"	2.79758094099168
"286"	"polymerase"	"transcription"	2.79758094099168
"287"	"teaching"	"student"	2.77524936854556
"288"	"student"	"teaching"	2.77524936854556
"289"	"dimer"	"coagulation"	2.77449778213334
"290"	"coagulation"	"dimer"	2.77449778213334
"291"	"transcriptase"	"reaction"	2.75679217954715
"292"	"reaction"	"transcriptase"	2.75679217954715
"293"	"rdrp"	"polymerase"	2.74582064379824
"294"	"polymerase"	"rdrp"	2.74582064379824
"295"	"scopus"	"science"	2.73002139044357
"296"	"science"	"scopus"	2.73002139044357
"297"	"chemotherapy"	"cancer"	2.71276456189951
"298"	"cancer"	"chemotherapy"	2.71276456189951
"299"	"crp"	"lymphocyte"	2.70712711436398
"300"	"lymphocyte"	"crp"	2.70712711436398
"301"	"enzyme"	"blocker"	2.70695620679968
"302"	"blocker"	"enzyme"	2.70695620679968
"303"	"0.05"	"lt"	2.7042596711037
"304"	"lt"	"0.05"	2.7042596711037
"305"	"coefficient"	"correlation"	2.70302323754686
"306"	"correlation"	"coefficient"	2.70302323754686
"307"	"meta"	"heterogeneity"	2.70043764150302
"308"	"heterogeneity"	"meta"	2.70043764150302
"309"	"mutation"	"sequence"	2.69472227061781
"310"	"sequence"	"mutation"	2.69472227061781
"311"	"statement"	"consensus"	2.6897309184525
"312"	"consensus"	"statement"	2.6897309184525
"313"	"ppe"	"equipment"	2.68641830295072
"314"	"equipment"	"ppe"	2.68641830295072
"315"	"neutrophil"	"count"	2.68227808631704
"316"	"count"	"neutrophil"	2.68227808631704
"317"	"enzyme"	"ace"	2.67563053944712
"318"	"ace"	"enzyme"	2.67563053944712
"319"	"human"	"bat"	2.66865775708702
"320"	"bat"	"human"	2.66865775708702
"321"	"trainee"	"training"	2.65811905010187
"322"	"training"	"trainee"	2.65811905010187
"323"	"scan"	"opacity"	2.65575244029252
"324"	"opacity"	"scan"	2.65575244029252
"325"	"cytokine"	"tnf"	2.65339706996737
"326"	"tnf"	"cytokine"	2.65339706996737
"327"	"transplant"	"kidney"	2.65082518884264
"328"	"kidney"	"transplant"	2.65082518884264
"329"	"oncology"	"cancer"	2.64761125507567
"330"	"cancer"	"oncology"	2.64761125507567
"331"	"iga"	"antibody"	2.64499292875985
"332"	"antibody"	"iga"	2.64499292875985
"333"	"shortness"	"cough"	2.64196906454219
"334"	"cough"	"shortness"	2.64196906454219
"335"	"reverse"	"chain"	2.64112453531299
"336"	"chain"	"reverse"	2.64112453531299
"337"	"rdrp"	"rna"	2.62991100186741
"338"	"rna"	"rdrp"	2.62991100186741
"339"	"myalgia"	"cough"	2.62932169436676
"340"	"cough"	"myalgia"	2.62932169436676
"341"	"bat"	"animal"	2.62426195122564
"342"	"animal"	"bat"	2.62426195122564
"343"	"reaction"	"reverse"	2.62177902379247
"344"	"reverse"	"reaction"	2.62177902379247
"345"	"auc"	"specificity"	2.61599300628951
"346"	"specificity"	"auc"	2.61599300628951
"347"	"species"	"animal"	2.61381110715243
"348"	"animal"	"species"	2.61381110715243
"349"	"learn"	"student"	2.61189113179648
"350"	"student"	"learn"	2.61189113179648
"351"	"scan"	"ct"	2.60480761555306
"352"	"ct"	"scan"	2.60480761555306
"353"	"neutralization"	"antibody"	2.60201324568382
"354"	"antibody"	"neutralization"	2.60201324568382
"355"	"skin"	"lesion"	2.57881936273535
"356"	"lesion"	"skin"	2.57881936273535
"357"	"scan"	"glass"	2.56518006446917
"358"	"glass"	"scan"	2.56518006446917
"359"	"ed"	"department"	2.54990938407768
"360"	"department"	"ed"	2.54990938407768
"361"	"seroprevalence"	"antibody"	2.54768549659811
"362"	"antibody"	"seroprevalence"	2.54768549659811
"363"	"particle"	"aerosol"	2.54645837600839
"364"	"aerosol"	"particle"	2.54645837600839
"365"	"protective"	"equipment"	2.54507916872435
"366"	"equipment"	"protective"	2.54507916872435
"367"	"fatigue"	"cough"	2.53836550784651
"368"	"cough"	"fatigue"	2.53836550784651
"369"	"igm"	"antibody"	2.53362753800138
"370"	"antibody"	"igm"	2.53362753800138
"371"	"igg"	"antibody"	2.51818057896379
"372"	"antibody"	"igg"	2.51818057896379
"373"	"scan"	"consolidation"	2.50830619059009
"374"	"consolidation"	"scan"	2.50830619059009
"375"	"kidney"	"recipient"	2.50348916337449
"376"	"recipient"	"kidney"	2.50348916337449
"377"	"igg"	"anti"	2.49791004337529
"378"	"anti"	"igg"	2.49791004337529
"379"	"arb"	"receptor"	2.49367609191761
"380"	"receptor"	"arb"	2.49367609191761
"381"	"sera"	"antibody"	2.48043535764555
"382"	"antibody"	"sera"	2.48043535764555
"383"	"tomography"	"opacity"	2.47785162543416
"384"	"opacity"	"tomography"	2.47785162543416
"385"	"web"	"science"	2.474315592551
"386"	"science"	"web"	2.474315592551
"387"	"pcr"	"rt"	2.47208201581111
"388"	"rt"	"pcr"	2.47208201581111
"389"	"chest"	"opacity"	2.47033843069361
"390"	"opacity"	"chest"	2.47033843069361
"391"	"ml"	"mg"	2.46211490371526
"392"	"mg"	"ml"	2.46211490371526
"393"	"image"	"ray"	2.45879338129762
"394"	"ray"	"image"	2.45879338129762
"395"	"lesion"	"opacity"	2.45568162231301
"396"	"opacity"	"lesion"	2.45568162231301
"397"	"ct"	"opacity"	2.45534268944279
"398"	"opacity"	"ct"	2.45534268944279
"399"	"placebo"	"trial"	2.45280278330699
"400"	"trial"	"placebo"	2.45280278330699
"401"	"reaction"	"chain"	2.44687097195739
"402"	"chain"	"reaction"	2.44687097195739
"403"	"binding"	"spike"	2.44456489316438
"404"	"spike"	"binding"	2.44456489316438
"405"	"elisa"	"antibody"	2.4416996333905
"406"	"antibody"	"elisa"	2.4416996333905
"407"	"scholar"	"embase"	2.43753844586236
"408"	"embase"	"scholar"	2.43753844586236
"409"	"breast"	"cancer"	2.43641588312445
"410"	"cancer"	"breast"	2.43641588312445
"411"	"pain"	"diarrhea"	2.43602894269134
"412"	"diarrhea"	"pain"	2.43602894269134
"413"	"lesion"	"glass"	2.43530913381227
"414"	"glass"	"lesion"	2.43530913381227
"415"	"tomography"	"scan"	2.43320991356773
"416"	"scan"	"tomography"	2.43320991356773
"417"	"randomization"	"trial"	2.4324639990278
"418"	"trial"	"randomization"	2.4324639990278
"419"	"immunoassay"	"antibody"	2.42591530216108
"420"	"antibody"	"immunoassay"	2.42591530216108
"421"	"ci"	"cus"	2.42040038553252
"422"	"cus"	"ci"	2.42040038553252
"423"	"binding"	"domain"	2.41465364308117
"424"	"domain"	"binding"	2.41465364308117
"425"	"file"	"design"	2.41095018657337
"426"	"design"	"file"	2.41095018657337
"427"	"molecule"	"compound"	2.41040599675325
"428"	"compound"	"molecule"	2.41040599675325
"429"	"tomography"	"glass"	2.40765936333725
"430"	"glass"	"tomography"	2.40765936333725
"431"	"ct"	"glass"	2.40235952710669
"432"	"glass"	"ct"	2.40235952710669
"433"	"protease"	"compound"	2.3962127431683
"434"	"compound"	"protease"	2.3962127431683
"435"	"dyspnea"	"cough"	2.39596939399171
"436"	"cough"	"dyspnea"	2.39596939399171
"437"	"scan"	"ground"	2.37972065314482
"438"	"ground"	"scan"	2.37972065314482
"439"	"rct"	"trial"	2.37517042549698
"440"	"trial"	"rct"	2.37517042549698
"441"	"friend"	"family"	2.3721987122115
"442"	"family"	"friend"	2.3721987122115
"443"	"pregnancy"	"woman"	2.37159280680126
"444"	"woman"	"pregnancy"	2.37159280680126
"445"	"human"	"animal"	2.36744198033908
"446"	"animal"	"human"	2.36744198033908
"447"	"hypertension"	"diabete"	2.36616305199485
"448"	"diabete"	"hypertension"	2.36616305199485
"449"	"consolidation"	"ct"	2.36266859002698
"450"	"ct"	"consolidation"	2.36266859002698
"451"	"breath"	"cough"	2.35548450407787
"452"	"cough"	"breath"	2.35548450407787
"453"	"website"	"summary"	2.34520568857154
"454"	"summary"	"website"	2.34520568857154
"455"	"transcription"	"chain"	2.34179301993687
"456"	"chain"	"transcription"	2.34179301993687
"457"	"transcriptase"	"rt"	2.33119568295893
"458"	"rt"	"transcriptase"	2.33119568295893
"459"	"spike"	"affinity"	2.33021414452363
"460"	"affinity"	"spike"	2.33021414452363
"461"	"reverse"	"rt"	2.32223423757301
"462"	"rt"	"reverse"	2.32223423757301
"463"	"dyspnea"	"fatigue"	2.31883816565369
"464"	"fatigue"	"dyspnea"	2.31883816565369
"465"	"blocker"	"receptor"	2.31103693559826
"466"	"receptor"	"blocker"	2.31103693559826
"467"	"reaction"	"transcription"	2.30978250277969
"468"	"transcription"	"reaction"	2.30978250277969
"469"	"hcw"	"worker"	2.29585841743818
"470"	"worker"	"hcw"	2.29585841743818
"471"	"kawasaki"	"child"	2.29460318902224
"472"	"child"	"kawasaki"	2.29460318902224
"473"	"consolidation"	"chest"	2.29417521405002
"474"	"chest"	"consolidation"	2.29417521405002
"475"	"mis"	"child"	2.28619804913571
"476"	"child"	"mis"	2.28619804913571
"477"	"ground"	"tomography"	2.28377084578827
"478"	"tomography"	"ground"	2.28377084578827
"479"	"cough"	"fever"	2.27836070942321
"480"	"fever"	"cough"	2.27836070942321
"481"	"radiologist"	"chest"	2.27592268770709
"482"	"chest"	"radiologist"	2.27592268770709
"483"	"scor"	"score"	2.27317473460304
"484"	"score"	"scor"	2.27317473460304
"485"	"spike"	"domain"	2.25997273793057
"486"	"domain"	"spike"	2.25997273793057
"487"	"lesion"	"ground"	2.25906599219789
"488"	"ground"	"lesion"	2.25906599219789
"489"	"protease"	"inhibitor"	2.25843051043613
"490"	"inhibitor"	"protease"	2.25843051043613
"491"	"ground"	"ct"	2.25259882338281
"492"	"ct"	"ground"	2.25259882338281
"493"	"accuracy"	"classification"	2.24615457258595
"494"	"classification"	"accuracy"	2.24615457258595
"495"	"dose"	"mg"	2.24325243884909
"496"	"mg"	"dose"	2.24325243884909
"497"	"affinity"	"domain"	2.24297629616622
"498"	"domain"	"affinity"	2.24297629616622
"499"	"titer"	"antibody"	2.22811904324878
"500"	"antibody"	"titer"	2.22811904324878
"501"	"ard"	"distress"	2.22387282251252
"502"	"distress"	"ard"	2.22387282251252
"503"	"chest"	"glass"	2.22295055159894
"504"	"glass"	"chest"	2.22295055159894
"505"	"receptor"	"rbd"	2.22176271603393
"506"	"rbd"	"receptor"	2.22176271603393
"507"	"embase"	"web"	2.20979751603363
"508"	"web"	"embase"	2.20979751603363
"509"	"surgeon"	"surgery"	2.1941947206533
"510"	"surgery"	"surgeon"	2.1941947206533
"511"	"ace"	"inhibitor"	2.17983939845236
"512"	"inhibitor"	"ace"	2.17983939845236
"513"	"generating"	"procedure"	2.17569320008012
"514"	"procedure"	"generating"	2.17569320008012
"515"	"thrombosis"	"dimer"	2.16511093213774
"516"	"dimer"	"thrombosis"	2.16511093213774
"517"	"transcription"	"rt"	2.14727384042976
"518"	"rt"	"transcription"	2.14727384042976
"519"	"female"	"male"	2.14429918836505
"520"	"male"	"female"	2.14429918836505
"521"	"tracing"	"contact"	2.13683330760171
"522"	"contact"	"tracing"	2.13683330760171
"523"	"tomography"	"consolidation"	2.13624513155835
"524"	"consolidation"	"tomography"	2.13624513155835
"525"	"ct"	"tomography"	2.13373792420555
"526"	"tomography"	"ct"	2.13373792420555
"527"	"cytokine"	"il"	2.12508483908579
"528"	"il"	"cytokine"	2.12508483908579
"529"	"shortness"	"fever"	2.11882500532023
"530"	"fever"	"shortness"	2.11882500532023
"531"	"parent"	"child"	2.11473319545053
"532"	"child"	"parent"	2.11473319545053
"533"	"ace"	"receptor"	2.10645162029593
"534"	"receptor"	"ace"	2.10645162029593
"535"	"coronaviruse"	"bat"	2.09038077512068
"536"	"bat"	"coronaviruse"	2.09038077512068
"537"	"student"	"college"	2.08985615025197
"538"	"college"	"student"	2.08985615025197
"539"	"count"	"dehydrogenase"	2.08909245101511
"540"	"dehydrogenase"	"count"	2.08909245101511
"541"	"consensus"	"expert"	2.08572116834387
"542"	"expert"	"consensus"	2.08572116834387
"543"	"throat"	"swab"	2.08364739752215
"544"	"swab"	"throat"	2.08364739752215
"545"	"adolescent"	"child"	2.08253021919871
"546"	"child"	"adolescent"	2.08253021919871
"547"	"malignancy"	"cancer"	2.07197720480836
"548"	"cancer"	"malignancy"	2.07197720480836
"549"	"human"	"species"	2.07185883686386
"550"	"species"	"human"	2.07185883686386
"551"	"chest"	"ground"	2.06896675342144
"552"	"ground"	"chest"	2.06896675342144
"553"	"generate"	"procedure"	2.06698101486626
"554"	"procedure"	"generate"	2.06698101486626
"555"	"student"	"learning"	2.06360824320535
"556"	"learning"	"student"	2.06360824320535
"557"	"tomography"	"chest"	2.06175658985525
"558"	"chest"	"tomography"	2.06175658985525
"559"	"myalgia"	"fever"	2.05010747869266
"560"	"fever"	"myalgia"	2.05010747869266
"561"	"donor"	"plasma"	2.04837308685081
"562"	"plasma"	"donor"	2.04837308685081
"563"	"embase"	"science"	2.04661246869576
"564"	"science"	"embase"	2.04661246869576
"565"	"macrophage"	"cytokine"	2.04220483236691
"566"	"cytokine"	"macrophage"	2.04220483236691
"567"	"specificity"	"accuracy"	2.02878477523893
"568"	"accuracy"	"specificity"	2.02878477523892
"569"	"scan"	"chest"	2.02428199838
"570"	"chest"	"scan"	2.02428199838
"571"	"comparator"	"trial"	2.02421829289726
"572"	"trial"	"comparator"	2.02421829289726
"573"	"replacement"	"kidney"	2.01712623797454
"574"	"kidney"	"replacement"	2.01712623797454
"575"	"liver"	"transplant"	2.00737063670012
"576"	"transplant"	"liver"	2.00737063670012
"577"	"angiotensin"	"receptor"	2.00081565694239
"578"	"receptor"	"angiotensin"	2.00081565694239
"579"	"radiologist"	"ct"	1.98651725749835
"580"	"ct"	"radiologist"	1.98651725749835
"581"	"cytokine"	"release"	1.98636934073343
"582"	"release"	"cytokine"	1.98636934073343
"583"	"airway"	"intubation"	1.9862524423549
"584"	"intubation"	"airway"	1.9862524423549
"585"	"chest"	"ct"	1.98370863221529
"586"	"ct"	"chest"	1.98370863221529
"587"	"sleep"	"depression"	1.98002886858403
"588"	"depression"	"sleep"	1.98002886858403
"589"	"assay"	"igg"	1.97416220442294
"590"	"igg"	"assay"	1.97416220442294
"591"	"physicians"	"physician"	1.96866923765395
"592"	"physician"	"physicians"	1.96866923765395
"593"	"serum"	"igg"	1.96195689972669
